allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)
g01616_00004	g01616	NA	iron-sulfur cluster biosynthesis protein	90	1	778	1	1	1	0	0	0	0	778	iron-sulfur cluster biosynthesis protein(778)	NA(778)	243	297	296.47
g02739_00004	g02739	pitA	low-affinity inorganic phosphate transporter	90	1	778	1	1	1	0	0	0	0	778	low-affinity inorganic phosphate transporter(778)	pitA(778)	927	1008	1007.90
g02975_00004	g02975	NA	hypothetical protein	90	2	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	285	285	285.00
g04814_00004	g04814	NA	hypothetical protein	90	1	32	1	1	1	0	0	0	0	32	hypothetical protein(32)	NA(32)	168	168	168.00
g02969_00004	g02969	NA	hypothetical protein	90	2	20	1	1	1	0	0	0	0	20	hypothetical protein(20)	NA(20)	291	291	291.00
g02969_00005	g02969	NA	hypothetical protein	90	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	273	273	273.00
g04037_00004	g04037	NA	hypothetical protein	90	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	237	771	704.25
g01692_00004	g01692	mnhE	monovalent cation antiporter-3%2C MnhE_1	90	3	775	1	1	1	0	0	0	0	775	monovalent cation antiporter-3%2C MnhE_1(775)	mnhE(775)	300	507	482.74
g03197_00004	g03197	NA	hypothetical protein	90	1	37	1	1	1	0	0	0	0	37	hypothetical protein(37)	NA(37)	375	498	494.68
g02081_00004	g02081	NA	hypothetical protein	90	3	44	1	1	1	0	0	0	0	44	hypothetical protein(44)	NA(44)	228	429	424.43
g04897_00004	g04897	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	135	135	135.00
g01929_00004	g01929	NA	hypothetical protein	90	4	24	1	1	1	0	0	0	0	24	hypothetical protein(24)	NA(24)	318	318	318.00
g00099_00004	g00099	NA	putative GTP cyclohydrolase	90	1	778	1	1	1	0	0	0	0	778	putative GTP cyclohydrolase(778)	NA(778)	879	879	879.00
g02458_00005	g02458	NA	hypothetical protein	90	2	47	1	1	1	0	0	0	0	47	hypothetical protein(47)	NA(47)	516	516	516.00
g02458_00006	g02458	NA	hypothetical protein	90	2	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	150	150	150.00
g04061_00004	g04061	NA	hypothetical protein	90	1	79	1	1	1	0	0	0	0	79	hypothetical protein(79)	NA(79)	249	750	743.66
g01899_00004	g01899	ldcC	arginine/lysine/ornithine decarboxylase	90	4	777	1	1	1	0	0	0	0	777	arginine/lysine/ornithine decarboxylase(777)	ldcC(777)	1227	1338	1337.86
g04675_00004	g04675	lafA	Bacteriocin lactacin-F subunit LafA	90	1	2	1	1	1	0	0	0	0	2	Bacteriocin lactacin-F subunit LafA(2)	lafA(2)	207	207	207.00
g02786_00004	g02786	glpF	MIP family major intrinsic protein channel protein	90	1	778	1	1	1	0	0	0	0	778	MIP family major intrinsic protein channel protein(778)	glpF(778)	801	867	819.08
g03923_00004	g03923	NA	ABC transporter ATP-binding protein	90	1	33	1	1	1	0	0	0	0	33	ABC transporter ATP-binding protein(33)	NA(33)	267	909	847.27
g00094_00004	g00094	pstA	phosphate ABC superfamily ATP binding cassette transporter%2C membrane protein	90	1	778	1	1	1	0	0	0	0	778	phosphate ABC superfamily ATP binding cassette transporter%2C membrane protein(778)	pstA(778)	693	918	917.59
g02852_00004	g02852	NA	bifunctional acetyltransferase/phosphotransferase	90	2	60	1	1	1	0	0	0	0	60	bifunctional acetyltransferase/phosphotransferase(60)	NA(60)	552	1476	1426.40
g02001_00004	g02001	NA	hypothetical protein	90	2	768	1	1	1	0	0	0	0	768	hypothetical protein(768)	NA(768)	315	717	714.91
g02519_00004	g02519	tcaR	teicoplanin resistance operon transcriptional regulator TcaR	90	2	2	1	1	1	0	0	0	0	2	teicoplanin resistance operon transcriptional regulator TcaR(2)	tcaR(2)	438	438	438.00
g04702_00004	g04702	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	198	198	198.00
g00083_00004	g00083	ftsK	DNA translocase FtsK/SpoIIIE family protein	90	1	778	1	1	1	0	0	0	0	778	DNA translocase FtsK/SpoIIIE family protein(778)	ftsK(778)	873	2370	2362.12
g03203_00004	g03203	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	495	495	495.00
g03069_00004	g03069	NA	hypothetical protein	90	2	13	1	1	1	0	0	0	0	13	hypothetical protein(13)	NA(13)	147	153	152.08
g00897_00006	g00897	NA	phage minor structural GP20	90	7	42	1	1	1	0	0	0	0	42	phage minor structural GP20(42)	NA(42)	597	597	597.00
g00897_00007	g00897	NA	phage minor structural GP20	90	7	21	1	1	1	0	0	0	0	21	phage minor structural GP20(21)	NA(21)	234	597	514.57
g00897_00008	g00897	NA	phage minor structural GP20	90	7	2	1	1	1	0	0	0	0	2	phage minor structural GP20(2)	NA(2)	591	591	591.00
g00897_00009	g00897	NA	phage minor structural GP20	90	7	5	1	1	1	0	0	0	0	5	phage minor structural GP20(5)	NA(5)	600	600	600.00
g03274_00004	g03274	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	225	444	312.60
g02472_00004	g02472	NA	ribosomal-protein-serine N-acetyltransferase	90	2	17	1	1	1	0	0	0	0	17	ribosomal-protein-serine N-acetyltransferase(17)	NA(17)	498	498	498.00
g04644_00004	g04644	NA	hypothetical protein	90	1	773	1	1	1	0	0	0	0	773	hypothetical protein(773)	NA(773)	171	216	215.94
g03142_00004	g03142	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	360	531	502.50
g01246_00011	g01246	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	387	387	387.00
g03332_00004	g03332	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	411	411	411.00
g04776_00004	g04776	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	177	177	177.00
g02545_00004	g02545	NA	hypothetical protein	90	2	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	408	408	408.00
g04466_00004	g04466	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	279	279	279.00
g04237_00004	g04237	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	384	384	384.00
g04580_00004	g04580	csbA	Protein CsbA	90	1	777	1	1	1	0	0	0	0	777	Protein CsbA(777)	csbA(777)	237	237	237.00
g04513_00004	g04513	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	261	261	261.00
g03154_00004	g03154	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	525	525	525.00
g04224_00004	g04224	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	390	390	390.00
g00001_00004	g00001	atpA	ATP synthase subunit alpha%2C AtpA_1	90	1	778	1	1	1	0	0	0	0	778	ATP synthase subunit alpha%2C AtpA_1(778)	atpA(778)	543	741	728.54
g04910_00004	g04910	NA	hypothetical protein	90	1	59	1	1	1	0	0	0	0	59	hypothetical protein(59)	NA(59)	129	129	129.00
g04687_00004	g04687	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	204	204	204.00
g04057_00004	g04057	NA	putative heme peroxidase	90	1	777	1	1	1	0	0	0	0	777	putative heme peroxidase(777)	NA(777)	753	753	753.00
g03622_00004	g03622	recF	recombinational DNA repair ATPase%2C RecF_1	90	1	21	1	1	1	0	0	0	0	21	recombinational DNA repair ATPase%2C RecF_1(21)	recF(21)	2190	2190	2190.00
g00156_00004	g00156	smpB	putative tmRNA-binding protein	90	1	778	1	1	1	0	0	0	0	778	putative tmRNA-binding protein(778)	smpB(778)	465	465	465.00
g00130_00004	g00130	tetR	TetR family transcriptional regulator	90	1	778	1	1	1	0	0	0	0	778	TetR family transcriptional regulator(778)	tetR(778)	183	624	621.68
g03816_00004	g03816	nrdF	ribonucleoside-diphosphate reductase subunit beta	90	1	4	1	1	1	0	0	0	0	4	ribonucleoside-diphosphate reductase subunit beta(4)	nrdF(4)	1023	1023	1023.00
g02111_00004	g02111	NA	hypothetical protein	90	3	25	1	1	1	0	0	0	0	25	hypothetical protein(25)	NA(25)	732	732	732.00
g00004_00004	g00004	smbA	putative uridylate kinase	90	1	778	1	1	1	0	0	0	0	778	putative uridylate kinase(778)	smbA(778)	723	723	723.00
g03720_00004	g03720	drm	putative phosphopentomutase	90	1	777	1	1	1	0	0	0	0	777	putative phosphopentomutase(777)	drm(777)	954	1179	1178.71
g01795_00004	g01795	NA	hypothetical protein	90	3	25	1	1	1	0	0	0	0	25	hypothetical protein(25)	NA(25)	213	615	594.48
g03355_00004	g03355	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	402	402	402.00
g04074_00004	g04074	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	1560	1560	1560.00
g04810_00004	g04810	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	168	168	168.00
g03632_00004	g03632	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	2100	2100	2100.00
g04274_00004	g04274	mazF	Toxin MazF	90	1	774	1	1	1	0	0	0	0	774	Toxin MazF(774)	mazF(774)	354	363	362.84
g01782_00005	g01782	NA	Exonuclease%2C RNase T and DNA polymerase III	90	3	3	1	1	1	0	0	0	0	3	Exonuclease%2C RNase T and DNA polymerase III(3)	NA(3)	585	891	713.00
g01782_00006	g01782	NA	Exonuclease%2C RNase T and DNA polymerase III	90	3	43	1	1	1	0	0	0	0	43	Exonuclease%2C RNase T and DNA polymerase III(43)	NA(43)	921	921	921.00
g03325_00004	g03325	ywrO	General stress protein 14	90	1	2	1	1	1	0	0	0	0	2	General stress protein 14(2)	ywrO(2)	417	417	417.00
g03364_00004	g03364	ugpQ	glycerophosphoryl diester phosphodiesterase%2C UgpQ_1	90	1	224	1	1	1	0	0	0	0	224	glycerophosphoryl diester phosphodiesterase%2C UgpQ_1(224)	ugpQ(224)	369	744	742.33
g04363_00004	g04363	NA	hypothetical protein	90	1	35	1	1	1	0	0	0	0	35	hypothetical protein(35)	NA(35)	321	321	321.00
g01663_00004	g01663	rpoE	DNA-directed RNA polymerase subunit delta	90	1	778	1	1	1	0	0	0	0	778	DNA-directed RNA polymerase subunit delta(778)	rpoE(778)	507	549	530.82
g01910_00007	g01910	NA	hypothetical protein	90	4	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	381	381	381.00
g01910_00008	g01910	NA	hypothetical protein	90	4	23	1	1	1	0	0	0	0	23	hypothetical protein(23)	NA(23)	345	345	345.00
g00658_00004	g00658	NA	hypothetical protein	90	13	758	1	1	1	0	0	0	0	758	hypothetical protein(758)	NA(758)	189	219	218.96
g02998_00004	g02998	NA	hypothetical protein	90	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	249	249	249.00
g02428_00004	g02428	NA	hypothetical protein	90	2	48	1	1	1	0	0	0	0	48	hypothetical protein(48)	NA(48)	321	558	548.12
g00033_00004	g00033	clpP	ATP-dependent Clp protease proteolytic subunit	90	1	778	1	1	1	0	0	0	0	778	ATP-dependent Clp protease proteolytic subunit(778)	clpP(778)	228	588	587.54
g00073_00004	g00073	fmhB	peptidoglycan pentaglycine interpeptide biosynthetic protein FmhB	90	1	778	1	1	1	0	0	0	0	778	peptidoglycan pentaglycine interpeptide biosynthetic protein FmhB(778)	fmhB(778)	1002	1266	1265.66
g03598_00004	g03598	pth	putative peptidyl-tRNA hydrolase	90	1	777	1	1	1	0	0	0	0	777	putative peptidyl-tRNA hydrolase(777)	pth(777)	408	573	572.79
g01243_00004	g01243	NA	hypothetical protein	90	4	770	1	1	1	0	0	0	0	770	hypothetical protein(770)	NA(770)	252	585	583.44
g04135_00004	g04135	gcaD	putative UDP-N-acetylglucosamine pyrophosphorylase	90	1	777	1	1	1	0	0	0	0	777	putative UDP-N-acetylglucosamine pyrophosphorylase(777)	gcaD(777)	1353	1353	1353.00
g03058_00004	g03058	NA	hypothetical protein	90	2	57	1	1	1	0	0	0	0	57	hypothetical protein(57)	NA(57)	177	177	177.00
g01049_00004	g01049	NA	Putative two-component membrane permease complex subunit SMU_747c	90	8	15	1	1	1	0	0	0	0	15	Putative two-component membrane permease complex subunit SMU_747c(15)	NA(15)	630	885	863.00
g01049_00005	g01049	NA	hypothetical protein	90	8	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	156	156	156.00
g04553_00004	g04553	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	246	246	246.00
g03026_00004	g03026	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	123	213	153.00
g02191_00004	g02191	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component	90	3	778	1	1	1	0	0	0	0	778	sulfite reductase (NADPH) flavoprotein alpha-component(778)	cysJ(778)	1371	1884	1879.99
g03626_00004	g03626	recF	recombinational DNA repair ATPase%2C RecF_1	90	1	5	1	1	1	0	0	0	0	5	recombinational DNA repair ATPase%2C RecF_1(5)	recF(5)	2136	2136	2136.00
g03065_00007	g03065	NA	hypothetical protein	90	2	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	168	168	168.00
g01512_00009	g01512	NA	hypothetical protein	90	5	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	720	720	720.00
g02609_00004	g02609	phoU	phosphate uptake regulator	90	2	778	1	1	1	0	0	0	0	778	phosphate uptake regulator(778)	phoU(778)	561	642	641.90
g02638_00004	g02638	pabA	para-aminobenzoate synthase%2C glutamine amidotransferase%2C component II	90	2	778	1	1	1	0	0	0	0	778	para-aminobenzoate synthase%2C glutamine amidotransferase%2C component II(778)	pabA(778)	468	594	593.84
g00047_00004	g00047	ftsL	cell division and chromosome partitioning protein%2C FtsL	90	1	778	1	1	1	0	0	0	0	778	cell division and chromosome partitioning protein%2C FtsL(778)	ftsL(778)	402	402	402.00
g00951_00004	g00951	folP	dihydropteroate synthase chain A synthetase	90	9	777	1	1	1	0	0	0	0	777	dihydropteroate synthase chain A synthetase(777)	folP(777)	804	810	804.19
g04752_00004	g04752	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	183	183	183.00
g03709_00004	g03709	cypX	Pulcherriminic acid synthase	90	1	5	1	1	1	0	0	0	0	5	Pulcherriminic acid synthase(5)	cypX(5)	1200	1200	1200.00
g04356_00004	g04356	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	324	324	324.00
g03959_00004	g03959	NA	LysR family transcriptional regulator	90	1	777	1	1	1	0	0	0	0	777	LysR family transcriptional regulator(777)	NA(777)	681	867	866.76
g02934_00004	g02934	NA	hypothetical protein	90	2	49	1	1	1	0	0	0	0	49	hypothetical protein(49)	NA(49)	342	342	342.00
g00019_00004	g00019	nupC	Na+ dependent nucleoside transporter domain-containing protein	90	1	778	1	1	1	0	0	0	0	778	Na+ dependent nucleoside transporter domain-containing protein(778)	nupC(778)	498	1215	1213.89
g03079_00004	g03079	NA	hypothetical protein	90	2	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	132	132	132.00
g01083_00012	g01083	NA	hypothetical protein	90	8	20	1	1	1	0	0	0	0	20	hypothetical protein(20)	NA(20)	219	222	219.30
g01083_00013	g01083	NA	hypothetical protein	90	8	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	219	219	219.00
g01083_00015	g01083	NA	hypothetical protein	90	8	24	1	1	1	0	0	0	0	24	hypothetical protein(24)	NA(24)	141	141	141.00
g01083_00016	g01083	NA	hypothetical protein	90	8	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	171	174	172.00
g01083_00017	g01083	NA	hypothetical protein	90	8	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	171	171	171.00
g02433_00004	g02433	NA	transcriptional regulator	90	2	188	1	1	1	0	0	0	0	188	transcriptional regulator(188)	NA(188)	555	555	555.00
g02433_00005	g02433	NA	transcriptional regulator	90	2	12	1	1	1	0	0	0	0	12	transcriptional regulator(12)	NA(12)	555	555	555.00
g01935_00004	g01935	NA	putative acylphosphatase	90	4	778	1	1	1	0	0	0	0	778	putative acylphosphatase(778)	NA(778)	270	270	270.00
g01055_00004	g01055	NA	hypothetical protein	90	8	37	1	1	1	0	0	0	0	37	hypothetical protein(37)	NA(37)	1575	1575	1575.00
g00006_00004	g00006	NA	ATPase	90	1	778	1	1	1	0	0	0	0	778	ATPase(778)	NA(778)	639	792	791.50
g04793_00004	g04793	NA	hypothetical protein	90	1	749	1	1	1	0	0	0	0	749	hypothetical protein(749)	NA(749)	171	171	171.00
g04685_00004	g04685	NA	hypothetical protein	90	1	18	1	1	1	0	0	0	0	18	hypothetical protein(18)	NA(18)	204	204	204.00
g04048_00004	g04048	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	765	765	765.00
g01743_00005	g01743	NA	DNA segregation ATPase FtsK/SpoIIIE	90	4	25	1	1	1	0	0	0	0	25	DNA segregation ATPase FtsK/SpoIIIE(25)	NA(25)	741	1404	1377.48
g01743_00006	g01743	NA	DNA segregation ATPase FtsK/SpoIIIE	90	4	35	1	1	1	0	0	0	0	35	DNA segregation ATPase FtsK/SpoIIIE(35)	NA(35)	1386	1386	1386.00
g04493_00004	g04493	deoR	deoR-family regulatory protein	90	1	2	1	1	1	0	0	0	0	2	deoR-family regulatory protein(2)	deoR(2)	270	270	270.00
g01724_00004	g01724	NA	hypothetical protein	90	4	778	1	1	1	0	0	0	0	778	hypothetical protein(778)	NA(778)	258	435	434.76
g02514_00004	g02514	NA	hypothetical protein	90	1	48	1	1	1	0	0	0	0	48	hypothetical protein(48)	NA(48)	333	444	441.69
g04951_00004	g04951	NA	phage minor structural protein	90	1	5	1	1	1	0	0	0	0	5	phage minor structural protein(5)	NA(5)	2670	2670	2670.00
g01971_00007	g01971	NA	hypothetical protein	90	4	57	1	1	1	0	0	0	0	57	hypothetical protein(57)	NA(57)	126	126	126.00
g01971_00008	g01971	NA	hypothetical protein	90	4	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	135	135	135.00
g02084_00004	g02084	NA	putative low molecular weight protein-tyrosine-phosphatase	90	3	778	1	1	1	0	0	0	0	778	putative low molecular weight protein-tyrosine-phosphatase(778)	NA(778)	420	423	420.07
g03464_00004	g03464	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	672	672	672.00
g04343_00004	g04343	NA	hypothetical protein	90	1	20	1	1	1	0	0	0	0	20	hypothetical protein(20)	NA(20)	333	333	333.00
g02637_00004	g02637	soj	Sporulation initiation inhibitor protein Soj	90	2	2	1	1	1	0	0	0	0	2	Sporulation initiation inhibitor protein Soj(2)	soj(2)	597	900	748.50
g02305_00004	g02305	lrgA	putative murein hydrolase subunit LrgA_1	90	1	777	1	1	1	0	0	0	0	777	putative murein hydrolase subunit LrgA_1(777)	lrgA(777)	180	396	392.06
g03375_00004	g03375	NA	methylase	90	1	21	1	1	1	0	0	0	0	21	methylase(21)	NA(21)	735	735	735.00
g03742_00004	g03742	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1140	1140	1140.00
g03111_00004	g03111	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	561	561	561.00
g03705_00004	g03705	hhaIM	Modification methylase HhaI	90	1	24	1	1	1	0	0	0	0	24	Modification methylase HhaI(24)	hhaIM(24)	1209	1209	1209.00
g02523_00005	g02523	chs	chemotaxis-inhibiting protein CHIPS	90	2	2	1	1	1	0	0	0	0	2	chemotaxis-inhibiting protein CHIPS(2)	chs(2)	435	435	435.00
g02569_00004	g02569	pnpA	polynucleotide phosphorylase/polyadenylase	90	1	776	1	1	1	0	0	0	0	776	polynucleotide phosphorylase/polyadenylase(776)	pnpA(776)	711	2097	2093.42
g04133_00004	g04133	trpE	putative anthranilate synthase component I	90	1	38	1	1	1	0	0	0	0	38	putative anthranilate synthase component I(38)	trpE(38)	1338	1356	1338.47
g03233_00004	g03233	NA	hypothetical protein	90	1	12	1	1	1	0	0	0	0	12	hypothetical protein(12)	NA(12)	471	471	471.00
g03125_00004	g03125	atpD	ATP synthase subunit delta	90	1	776	1	1	1	0	0	0	0	776	ATP synthase subunit delta(776)	atpD(776)	540	552	540.02
g04149_00004	g04149	NA	IS1181 transposase	90	1	3	1	1	1	0	0	0	0	3	IS1181 transposase(3)	NA(3)	1323	1323	1323.00
g02313_00004	g02313	NA	hypothetical protein	90	3	148	1	1	1	0	0	0	0	148	hypothetical protein(148)	NA(148)	363	384	383.72
g02096_00006	g02096	NA	hypothetical protein	90	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	204	408	340.00
g03093_00008	g03093	NA	hypothetical protein	90	2	16	1	1	1	0	0	0	0	16	hypothetical protein(16)	NA(16)	2553	2553	2553.00
g03308_00004	g03308	NA	phage protein	90	1	6	1	1	1	0	0	0	0	6	phage protein(6)	NA(6)	426	426	426.00
g04625_00004	g04625	NA	hypothetical protein	90	1	35	1	1	1	0	0	0	0	35	hypothetical protein(35)	NA(35)	222	222	222.00
g03759_00004	g03759	dnaG	DNA primase	90	1	6	1	1	1	0	0	0	0	6	DNA primase(6)	dnaG(6)	1113	1113	1113.00
g03167_00004	g03167	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	516	516	516.00
g00990_00004	g00990	NA	transcriptional regulator MarR family protein	90	1	322	1	1	1	0	0	0	0	322	transcriptional regulator MarR family protein(322)	NA(322)	225	468	448.06
g03320_00004	g03320	NA	hypothetical protein	90	1	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	420	420	420.00
g03769_00004	g03769	sak	staphylokinase	90	1	12	1	1	1	0	0	0	0	12	staphylokinase(12)	sak(12)	1095	1095	1095.00
g02353_00004	g02353	NA	RNA-binding S4 domain-containing heat shock protein	90	3	777	1	1	1	0	0	0	0	777	RNA-binding S4 domain-containing heat shock protein(777)	NA(777)	264	264	264.00
g03851_00004	g03851	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	987	987	987.00
g01056_00004	g01056	nisC	Nisin biosynthesis protein NisC	90	7	63	1	1	1	0	0	0	0	63	Nisin biosynthesis protein NisC(63)	nisC(63)	1245	1245	1245.00
g01056_00005	g01056	nisC	Nisin biosynthesis protein NisC	90	7	139	1	1	1	0	0	0	0	139	Nisin biosynthesis protein NisC(139)	nisC(139)	1242	1245	1244.98
g03182_00004	g03182	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	471	507	489.00
g04065_00004	g04065	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1608	1608	1608.00
g04780_00004	g04780	NA	hypothetical protein	90	1	56	1	1	1	0	0	0	0	56	hypothetical protein(56)	NA(56)	174	174	174.00
g01704_00004	g01704	NA	hypothetical protein	90	3	106	1	1	1	0	0	0	0	106	hypothetical protein(106)	NA(106)	294	477	474.20
g04600_00004	g04600	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	231	231	231.00
g02536_00004	g02536	csm2	CRISPR type III-associated protein Csm2	90	2	3	1	1	1	0	0	0	0	3	CRISPR type III-associated protein Csm2(3)	csm2(3)	426	426	426.00
g03503_00004	g03503	NA	hypothetical protein	90	1	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	642	642	642.00
g03419_00004	g03419	NA	DNA-binding protein	90	1	13	1	1	1	0	0	0	0	13	DNA-binding protein(13)	NA(13)	699	699	699.00
g02511_00004	g02511	NA	acetyltransferase (GNAT) family protein	90	1	777	1	1	1	0	0	0	0	777	acetyltransferase (GNAT) family protein(777)	NA(777)	255	447	440.77
g03775_00004	g03775	NA	abortive infection bacteriophage resistance protein	90	1	2	1	1	1	0	0	0	0	2	abortive infection bacteriophage resistance protein(2)	NA(2)	1074	1092	1083.00
g03073_00004	g03073	NA	hypothetical protein	90	2	12	1	1	1	0	0	0	0	12	hypothetical protein(12)	NA(12)	144	144	144.00
g01964_00004	g01964	NA	hypothetical protein	90	4	35	1	1	1	0	0	0	0	35	hypothetical protein(35)	NA(35)	156	180	157.29
g02889_00004	g02889	hhaIM	Modification methylase HhaI	90	2	74	1	1	1	0	0	0	0	74	Modification methylase HhaI(74)	hhaIM(74)	1239	1239	1239.00
g03540_00004	g03540	NA	hypothetical protein	90	1	23	1	1	1	0	0	0	0	23	hypothetical protein(23)	NA(23)	561	618	612.91
g03492_00004	g03492	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	651	651	651.00
g04320_00004	g04320	NA	hypothetical protein	90	1	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	345	345	345.00
g03054_00005	g03054	NA	hypothetical protein	90	2	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	183	183	183.00
g04394_00004	g04394	NA	hypothetical protein	90	1	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	306	306	306.00
g04738_00004	g04738	NA	hypothetical protein	90	1	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	186	186	186.00
g00165_00004	g00165	dnaX	DNA-directed DNA polymerase III subunit gamma and tau	90	1	778	1	1	1	0	0	0	0	778	DNA-directed DNA polymerase III subunit gamma and tau(778)	dnaX(778)	1617	1698	1697.90
g01729_00004	g01729	NA	hypothetical protein	90	4	43	1	1	1	0	0	0	0	43	hypothetical protein(43)	NA(43)	426	426	426.00
g04616_00004	g04616	NA	hypothetical protein	90	1	33	1	1	1	0	0	0	0	33	hypothetical protein(33)	NA(33)	225	225	225.00
g03481_00004	g03481	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	663	663	663.00
g01939_00004	g01939	NA	hypothetical protein	90	2	764	1	1	1	0	0	0	0	764	hypothetical protein(764)	NA(764)	204	261	260.86
g02611_00004	g02611	nikE	ABC-type dipeptide/oligopeptide/nickel transporter%2C ATPase component 2	90	2	6	1	1	1	0	0	0	0	6	ABC-type dipeptide/oligopeptide/nickel transporter%2C ATPase component 2(6)	nikE(6)	636	636	636.00
g02611_00005	g02611	NA	ABC superfamily ATP binding cassette transporter%2C ABC protein	90	2	5	1	1	1	0	0	0	0	5	ABC superfamily ATP binding cassette transporter%2C ABC protein(5)	NA(5)	636	636	636.00
g01751_00007	g01751	NA	hypothetical protein	90	4	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	273	723	423.00
g03223_00004	g03223	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	477	477	477.00
